ra,dec,sigra,sigdec,sigradec,w1mpro,w1sigmpro,w1snr,w1rchi2,w2mpro,w2sigmpro,w2snr,w2rchi2,nb,na,cc_flags,ph_qual,qual_frame,mjd,allwise_cntr,w1mpro_allwise,w1sigmpro_allwise,w2mpro_allwise,w2sigmpro_allwise,w3mpro_allwise,w3sigmpro_allwise,w4mpro_allwise,w4sigmpro_allwise,tmass_key,j_m_2mass,j_msig_2mass,h_m_2mass,h_msig_2mass,k_m_2mass,k_msig_2mass,dist,angle
86.3340146,-2.6872550,0.9778,0.9869,-0.4005,15.762,0.368,2.9,1.491E+00,15.476,null,-0.1,8.424E-01,1,0,0000,CU,10,58015.47959704,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.245636,135.078334
86.3332395,-2.6868253,1.0254,1.3404,-0.6526,16.977,null,-1.3,1.310E+00,14.390,0.385,2.8,5.178E-01,1,0,0000,UC,10,57813.45176218,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2.020257,289.215748
86.3340319,-2.6863044,0.6731,0.9050,0.1423,16.906,null,-0.9,9.391E-01,14.506,0.302,3.6,9.179E-01,1,0,0000,UB,10,58170.84007471,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2.709135,20.343048
86.3337196,-2.6880915,0.6985,0.9429,-0.1329,16.088,0.305,3.6,1.149E+00,15.022,null,0.8,4.843E-01,1,0,0000,BU,10,58379.76581881,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3.897616,182.665232
86.3327573,-2.6877542,1.2112,1.4073,0.1566,16.301,0.388,2.8,5.447E-01,15.647,null,-0.1,8.282E-01,1,0,0000,CU,10,58170.51268637,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4.521033,233.658941
86.3325676,-2.6866313,0.6524,0.6246,-0.2463,15.665,0.197,5.5,1.689E+00,15.223,null,0.2,4.277E-01,1,0,0000,BU,10,56922.57546144,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4.533717,287.500037
86.3338397,-2.6857243,0.9026,0.9548,-0.5206,15.703,0.371,2.9,3.279E-01,14.915,null,0.9,4.999E-01,1,0,0000,CU,10,59842.39720497,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4.635302,3.099663
86.3323715,-2.6869602,0.7182,0.6849,-0.1738,15.784,0.206,5.3,7.292E-01,15.162,null,0.8,7.118E-01,1,0,0000,BU,10,57284.66572873,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5.032260,272.041627
86.3324847,-2.6877321,0.6217,0.6642,-0.1500,15.761,0.225,4.8,1.197E+00,15.013,null,0.2,3.657E-01,1,0,0000,BU,10,59111.67346488,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5.302878,240.645137
86.3324585,-2.6862765,0.9662,0.9979,-0.3202,16.220,0.295,3.7,7.817E-01,14.961,null,0.3,6.592E-01,1,0,0000,BU,10,58744.04606127,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5.405128,299.244376
86.3334730,-2.6885259,0.7035,0.7877,-0.2491,16.045,0.243,4.5,7.624E-01,15.483,0.538,2.0,9.639E-01,1,0,0000,BC,10,58902.30142140,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5.560768,191.073259
86.3322179,-2.6870026,1.4563,1.4471,-0.6316,16.602,0.450,2.4,9.089E-01,14.765,null,0.6,1.103E+00,1,0,0000,CU,10,58016.06878951,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5.581480,270.273433
86.3325329,-2.6880583,0.6785,0.5853,-0.1356,15.659,0.184,5.9,7.459E-01,15.208,null,0.0,1.037E+00,1,0,0000,BU,10,58170.77462251,862003101351027009,16.467,0.087,16.589,0.290,12.077,0.396,9.003,null,null,null,null,null,null,null,null,5.833760,229.691427
86.3329550,-2.6884187,0.6681,0.6990,-0.2300,15.833,0.215,5.0,8.398E-01,14.534,null,1.8,7.974E-01,1,0,0000,BU,10,57654.46151111,862003101351027009,16.467,0.087,16.589,0.290,12.077,0.396,9.003,null,null,null,null,null,null,null,null,5.857278,210.024078
86.3327361,-2.6857527,0.9707,1.2921,-0.3721,16.305,0.372,2.9,5.808E-01,15.292,null,0.2,7.848E-01,1,0,0000,CU,10,57284.33770566,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5.857505,320.599815
86.3345645,-2.6855632,0.7320,0.7293,-0.1913,15.801,0.315,3.4,1.518E+00,15.640,null,-1.7,1.430E+00,1,0,0000,BU,10,57448.81462532,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5.940626,28.746526
86.3321364,-2.6866799,0.7970,0.9001,-0.3952,16.193,0.279,3.9,8.760E-01,15.121,null,1.4,6.940E-01,1,0,0000,BU,10,58171.23266060,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5.993487,281.436078
86.3350635,-2.6859364,0.5763,0.7697,0.2837,15.435,0.240,4.5,6.010E-01,14.806,null,0.9,9.987E-01,1,0,0000,BU,10,58380.35462899,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,6.047661,50.276522
86.3326166,-2.6856864,1.4891,1.5726,-0.1506,16.503,0.483,2.2,8.462E-01,15.395,null,-1.2,4.717E-01,1,0,0000,CU,10,58380.35462899,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,6.317283,318.961912
86.3333730,-2.6887355,0.6163,0.7895,-0.2364,15.764,0.248,4.4,9.338E-01,14.898,null,0.8,9.604E-01,1,0,0000,BU,10,56724.80182568,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,6.373741,192.943238
86.3325362,-2.6882938,0.9159,0.7953,0.2329,15.811,0.305,3.6,5.658E-01,15.011,null,-1.3,5.833E-01,1,0,0000,BU,10,57284.79688699,862003101351027009,16.467,0.087,16.589,0.290,12.077,0.396,9.003,null,null,null,null,null,null,null,null,6.406643,223.830712
86.3319792,-2.6870462,0.6586,0.6557,-0.2441,15.791,0.198,5.5,1.960E+00,15.258,null,0.4,5.667E-01,1,0,0000,BU,10,59475.07641703,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,6.441110,268.840640
86.3325987,-2.6856559,1.2029,1.4814,-0.2389,16.421,null,0.2,1.122E+00,14.634,0.483,2.2,5.629E-01,1,0,0000,UC,10,57813.18982701,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,6.442407,319.171251
86.3331499,-2.6887012,0.4075,0.4232,-0.1138,14.977,0.169,6.4,8.723E-01,15.142,null,-1.6,6.765E-01,1,0,0000,BU,10,59268.88631524,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,6.483835,200.115714
86.3320509,-2.6877048,0.8182,0.7967,-0.3126,15.899,0.236,4.6,7.837E-01,15.404,null,-1.0,7.766E-01,1,0,0000,BU,10,59839.13646539,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,6.668804,247.971214
86.3324702,-2.6883540,0.5605,0.5446,-0.2563,15.446,0.187,5.8,8.200E-01,15.342,null,0.5,5.547E-01,1,0,0000,BU,10,57449.47003525,862003101351027009,16.467,0.087,16.589,0.290,12.077,0.396,9.003,null,null,null,null,null,null,null,null,6.727379,224.010655
86.3326440,-2.6885049,1.1709,0.9307,-0.2773,16.204,null,2.0,7.320E-01,14.519,0.386,2.8,2.906E-01,1,0,0000,UC,10,57449.20784588,862003101351027009,16.467,0.087,16.589,0.290,12.077,0.396,9.003,null,null,null,null,null,null,null,null,6.734804,216.957741
86.3329787,-2.6887255,0.9889,1.1156,-0.2146,16.415,0.335,3.2,5.141E-01,15.618,null,-0.3,5.854E-01,1,0,0000,BU,10,58170.97097913,862003101351027009,16.467,0.087,16.589,0.290,12.077,0.396,9.003,null,null,null,null,null,null,null,null,6.799826,204.738221
86.3325454,-2.6884713,1.3029,1.7587,-0.6644,16.666,0.470,2.3,1.829E+00,15.389,null,-0.8,8.391E-01,1,0,0000,CU,10,58015.80685541,862003101351027009,16.467,0.087,16.589,0.290,12.077,0.396,9.003,null,null,null,null,null,null,null,null,6.860570,219.932641
86.3324280,-2.6883850,0.8047,0.8315,0.1880,15.885,0.289,3.8,9.569E-01,14.808,null,1.4,3.159E-01,1,0,0000,BU,10,57813.64824531,862003101351027009,16.467,0.087,16.589,0.290,12.077,0.396,9.003,null,null,null,null,null,null,null,null,6.913152,224.272581
86.3321653,-2.6859135,1.4380,0.9617,-0.3715,16.076,0.415,2.6,1.227E+00,14.838,null,1.4,6.137E-01,1,0,0000,CU,10,59632.82462983,862003101351027813,17.241,0.174,16.498,null,11.577,0.291,8.920,0.491,null,null,null,null,null,null,null,6.991527,304.374318
86.3327528,-2.6853418,1.4796,1.4383,-0.4964,16.535,0.455,2.4,9.665E-01,15.526,null,0.0,4.448E-01,1,0,0000,CU,10,58015.67595203,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7.031819,328.654841
86.3324602,-2.6884629,0.7858,0.9188,-0.3786,15.971,0.272,4.0,1.122E+00,14.922,null,0.6,5.995E-01,1,0,0000,BU,10,56731.12338543,862003101351027009,16.467,0.087,16.589,0.290,12.077,0.396,9.003,null,null,null,null,null,null,null,null,7.038641,222.003499
86.3326391,-2.6886287,0.5890,0.6798,-0.2120,15.731,0.186,5.8,6.655E-01,15.160,null,0.3,7.204E-01,1,0,0000,BU,10,57089.99148280,862003101351027009,16.467,0.087,16.589,0.290,12.077,0.396,9.003,null,null,null,null,null,null,null,null,7.106068,214.910332
86.3330280,-2.6851787,1.0443,1.0959,-0.2818,16.285,0.358,3.0,6.122E-01,14.798,null,1.1,3.230E-01,1,0,0000,CU,5,59842.98410551,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7.112178,337.965254
86.3321705,-2.6881737,0.5155,0.6253,-0.2218,15.674,0.181,6.0,6.614E-01,15.292,null,-0.4,4.272E-01,1,0,0000,BU,10,58744.30774037,862003101351027009,16.467,0.087,16.589,0.290,12.077,0.396,9.003,null,null,null,null,null,null,null,null,7.115783,233.932577
86.3318984,-2.6863375,0.8756,0.9241,-0.2345,16.705,null,0.5,9.147E-01,14.380,0.320,3.4,6.838E-01,1,0,0000,UB,10,59475.33784146,862003101351027813,17.241,0.174,16.498,null,11.577,0.291,8.920,0.491,null,null,null,null,null,null,null,7.152546,289.784306
86.3319457,-2.6878055,0.7117,0.9552,-0.4747,15.904,0.241,4.5,9.978E-01,15.354,null,0.0,3.037E-01,1,0,0000,BU,10,56731.38672003,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7.158095,246.416870
86.3326498,-2.6853621,0.8436,1.0527,0.2858,16.217,0.354,3.1,5.881E-01,14.546,null,1.8,5.217E-01,1,0,0000,BU,10,59110.95413411,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7.170841,325.822398
86.3324982,-2.6854755,0.5763,0.6329,0.3011,15.218,0.278,3.9,6.898E-01,15.528,null,0.1,6.807E-01,1,0,0000,BU,10,57449.33900420,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7.171696,320.378836
86.3324349,-2.6884993,0.6622,0.6814,-0.1714,15.745,0.200,5.4,1.170E+00,15.237,null,0.5,7.266E-01,1,0,0000,BU,10,57284.20654744,862003101351027009,16.467,0.087,16.589,0.290,12.077,0.396,9.003,null,null,null,null,null,null,null,null,7.196927,221.843627
86.3347347,-2.6851851,0.8370,0.9294,-0.3359,16.497,0.367,3.0,1.282E+00,14.952,0.355,3.1,1.206E+00,1,0,0000,CB,10,57090.71387116,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7.429324,27.836356
86.3323664,-2.6885327,0.8187,0.9150,-0.2060,16.151,0.269,4.0,6.659E-01,15.017,null,1.0,5.282E-01,1,0,0000,BU,10,56731.51851469,862003101351027009,16.467,0.087,16.589,0.290,12.077,0.396,9.003,null,null,null,null,null,null,null,null,7.451544,222.637896
86.3324305,-2.6886222,0.8155,0.9118,-0.1982,16.381,0.326,3.3,8.582E-01,15.284,0.398,2.7,5.768E-01,1,0,0000,BC,10,57448.81462532,862003101351027009,16.467,0.087,16.589,0.290,12.077,0.396,9.003,null,null,null,null,null,null,null,null,7.542411,219.690545
86.3327167,-2.6888283,0.9941,0.9666,-0.3762,15.915,0.290,3.7,3.968E-01,14.938,null,1.1,5.353E-01,1,0,0000,BU,10,57648.56574512,862003101351027009,16.467,0.087,16.589,0.290,12.077,0.396,9.003,null,null,null,null,null,null,null,null,7.562756,210.055367
86.3321748,-2.6856403,1.4000,1.9553,-1.0485,16.489,null,0.7,8.216E-01,14.704,0.542,2.0,5.115E-01,1,0,0000,UC,10,57648.36913466,862003101351027813,17.241,0.174,16.498,null,11.577,0.291,8.920,0.491,null,null,null,null,null,null,null,7.564414,310.681757
86.3321459,-2.6883698,0.7985,0.7561,-0.1440,15.900,0.239,4.5,9.043E-01,15.312,null,-1.3,7.311E-01,1,0,0000,BU,10,57813.51721411,862003101351027009,16.467,0.087,16.589,0.290,12.077,0.396,9.003,null,null,null,null,null,null,null,null,7.620577,230.030703
86.3358853,-2.6868170,1.0665,1.1822,0.5593,17.089,null,-0.7,1.049E+00,14.440,0.409,2.7,4.712E-01,1,0,0000,UC,10,58537.35312159,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7.638374,84.781110
86.3325823,-2.6852433,0.9146,1.0113,-0.2582,16.298,0.320,3.4,5.970E-01,14.952,null,0.8,4.641E-01,1,0,0000,BU,10,58015.80698277,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7.661120,326.117361
86.3316413,-2.6873041,0.7292,0.7377,-0.1602,15.885,0.221,4.9,1.580E+00,14.783,null,0.7,9.415E-01,1,0,0000,BU,10,57090.25418105,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7.727766,262.125244
86.3354019,-2.6856105,1.0001,1.0385,0.2455,15.796,0.449,2.4,8.035E-01,14.811,null,1.0,7.457E-01,1,0,0000,CU,10,58379.89659480,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7.734429,49.352868
86.3319453,-2.6881787,1.0963,1.2486,-0.3447,16.316,0.430,2.5,7.447E-01,15.300,null,0.4,6.698E-01,1,0,0000,CU,10,56922.97008184,862003101351027009,16.467,0.087,16.589,0.290,12.077,0.396,9.003,null,null,null,null,null,null,null,null,7.794702,237.332203
86.3315868,-2.6872836,0.6719,0.7336,-0.3253,15.826,0.212,5.1,1.166E+00,15.083,null,-1.6,8.840E-01,1,0,0000,BU,10,58015.67595203,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7.912422,262.849063
86.3330036,-2.6890971,1.0681,1.1343,-0.2525,16.540,0.406,2.7,1.428E+00,14.519,null,1.9,6.300E-01,1,0,0000,CU,10,57090.18847473,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,8.003071,200.143223
86.3317423,-2.6880575,1.0481,1.0232,-0.2142,16.382,0.416,2.6,6.905E-01,15.068,null,1.4,5.468E-01,1,0,0000,CU,10,58537.09144167,862003101351027009,16.467,0.087,16.589,0.290,12.077,0.396,9.003,null,null,null,null,null,null,null,null,8.209092,242.653575
86.3328117,-2.6890798,0.5692,0.5831,-0.2540,15.634,0.171,6.3,3.711E-01,14.899,null,1.6,8.902E-01,1,0,0000,BU,10,57090.84528395,862003101351027009,16.467,0.087,16.589,0.290,12.077,0.396,9.003,null,null,null,null,null,null,null,null,8.209572,204.819677
86.3326374,-2.6889934,0.7555,0.6983,-0.2577,15.792,0.220,4.9,1.076E+00,15.456,null,0.0,4.180E-01,1,0,0000,BU,10,59839.46245016,862003101351027009,16.467,0.087,16.589,0.290,12.077,0.396,9.003,null,null,null,null,null,null,null,null,8.220178,209.700898
86.3316966,-2.6880063,0.8122,1.0895,-0.2747,16.030,0.336,3.2,5.523E-01,15.250,null,0.1,4.321E-01,1,0,0000,BU,10,56922.83854172,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,8.273854,244.310341
86.3328147,-2.6891320,0.6145,0.6730,-0.1556,15.753,0.198,5.5,1.366E+00,15.251,null,0.6,7.344E-01,1,0,0000,BU,10,58380.35475632,862003101351027009,16.467,0.087,16.589,0.290,12.077,0.396,9.003,null,null,null,null,null,null,null,null,8.376075,204.213100
86.3322575,-2.6888960,0.7150,0.6769,-0.2937,15.715,0.200,5.4,5.438E-01,15.185,null,-0.3,4.545E-01,1,0,0000,BU,5,59266.20635876,862003101351027009,16.467,0.087,16.589,0.290,12.077,0.396,9.003,null,null,null,null,null,null,null,null,8.699511,218.697466
86.3323332,-2.6889897,1.1311,0.9127,-0.2280,16.123,0.315,3.4,1.151E+00,15.045,null,0.7,5.199E-01,1,0,0000,BU,10,59475.40316572,862003101351027009,16.467,0.087,16.589,0.290,12.077,0.396,9.003,null,null,null,null,null,null,null,null,8.802767,215.940876
86.3325719,-2.6848640,1.4364,1.6484,0.3849,15.231,null,1.9,6.614E-01,15.285,null,0.5,1.139E+00,1,0,0000,UU,0,59269.54006940,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,8.845756,330.852387
86.3329849,-2.6893410,0.8067,0.8413,-0.3826,15.896,0.240,4.5,9.986E-01,14.923,null,1.2,8.983E-01,1,0,0000,BU,10,56731.18921900,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,8.853795,198.594857
86.3324029,-2.6890897,0.7136,0.8558,0.1197,16.034,0.253,4.3,9.071E-01,15.085,null,-1.8,5.990E-01,1,0,0000,BU,10,59839.52777446,862003101351027009,16.467,0.087,16.589,0.290,12.077,0.396,9.003,null,null,null,null,null,null,null,null,8.956699,213.290117
86.3355448,-2.6852591,0.9913,1.1026,0.2698,16.915,0.504,2.2,6.188E-01,14.577,0.450,2.4,4.011E-01,1,0,0000,CC,10,58537.81102966,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,8.970177,45.356940
86.3319913,-2.6887661,0.8456,0.9328,-0.3718,15.889,0.279,3.9,6.559E-01,14.625,null,1.5,3.205E-01,1,0,0000,BU,10,56923.10162197,862003101351027009,16.467,0.087,16.589,0.290,12.077,0.396,9.003,null,null,null,null,null,null,null,null,8.993304,225.334745
86.3321824,-2.6889473,0.9478,0.9218,-0.3728,16.172,0.270,4.0,7.741E-01,15.277,null,-0.5,7.502E-01,1,0,0000,BU,10,57813.45176218,862003101351027009,16.467,0.087,16.589,0.290,12.077,0.396,9.003,null,null,null,null,null,null,null,null,9.012995,219.303355
86.3328138,-2.6893484,0.9385,1.0236,-0.4774,16.231,0.346,3.1,1.313E+00,14.805,null,1.8,7.524E-01,1,0,0000,BU,10,58901.84351375,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,9.093419,202.218131
86.3321930,-2.6889899,0.8454,0.8808,-0.2822,15.859,0.272,4.0,6.367E-01,15.172,null,-0.2,5.388E-01,1,0,0000,BU,10,59842.26681106,862003101351027009,16.467,0.087,16.589,0.290,12.077,0.396,9.003,null,null,null,null,null,null,null,null,9.108401,218.506720
86.3319171,-2.6887970,1.1537,1.0677,-0.5490,15.972,0.359,3.0,6.875E-01,14.808,null,1.2,1.380E+00,1,0,0000,CU,10,58744.04606127,862003101351027009,16.467,0.087,16.589,0.290,12.077,0.396,9.003,null,null,null,null,null,null,null,null,9.261910,226.005661
86.3315385,-2.6883382,0.6267,0.6691,-0.1340,15.851,0.201,5.4,1.492E+00,14.897,null,1.5,6.115E-01,1,0,0000,BU,10,56731.05755172,862003101351027009,16.467,0.087,16.589,0.290,12.077,0.396,9.003,null,null,null,null,null,null,null,null,9.341121,239.210905
86.3316162,-2.6885023,0.8592,0.8436,-0.3292,16.151,0.283,3.8,7.269E-01,14.969,0.418,2.6,6.674E-01,1,0,0000,BC,5,58379.50401219,862003101351027009,16.467,0.087,16.589,0.290,12.077,0.396,9.003,null,null,null,null,null,null,null,null,9.425962,235.253555
86.3319076,-2.6889011,0.7287,0.8062,-0.2488,15.864,0.221,4.9,6.924E-01,15.042,null,0.7,5.254E-01,1,0,0000,BU,10,58015.47959704,862003101351027009,16.467,0.087,16.589,0.290,12.077,0.396,9.003,null,null,null,null,null,null,null,null,9.549956,224.530337
86.3314158,-2.6882850,0.6649,0.6834,-0.2114,15.744,0.206,5.3,6.880E-01,15.523,null,-0.1,7.140E-01,1,0,0000,BU,10,59475.59926579,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,9.630048,241.534208
86.3332218,-2.6896434,0.9418,1.1748,0.5041,16.295,null,0.2,8.584E-01,14.684,0.346,3.1,5.978E-01,1,0,0000,UB,10,58170.64371809,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,9.683035,191.746832
86.3318787,-2.6889486,0.9416,1.1995,-0.3005,16.337,0.334,3.3,6.573E-01,14.829,null,1.5,6.221E-01,1,0,0000,BU,10,58170.83994735,862003101351027009,16.467,0.087,16.589,0.290,12.077,0.396,9.003,null,null,null,null,null,null,null,null,9.744848,224.260850
86.3317028,-2.6887751,0.8903,1.1119,-0.3134,16.523,0.465,2.3,5.529E-01,15.039,0.401,2.7,7.340E-01,1,0,0000,CC,10,57284.92817262,862003101351027009,16.467,0.087,16.589,0.290,12.077,0.396,9.003,null,null,null,null,null,null,null,null,9.779482,229.476105
86.3365132,-2.6869131,0.8270,0.9327,-0.1950,16.091,0.320,3.4,7.968E-01,15.452,null,-0.9,3.957E-01,1,0,0000,BU,10,59633.15112538,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,9.870829,87.974781
86.3322568,-2.6893173,0.6498,0.7053,0.0378,15.849,0.260,4.2,1.138E+00,15.254,null,0.9,7.057E-01,1,0,0000,BU,10,58170.97085182,862003101351027009,16.467,0.087,16.589,0.290,12.077,0.396,9.003,null,null,null,null,null,null,null,null,9.929979,213.229166
86.3312881,-2.6882359,0.7844,0.7519,-0.3268,15.804,0.218,5.0,7.376E-01,15.509,null,-0.3,6.522E-01,1,0,0000,BU,10,57284.07538918,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,9.956532,243.688467
86.3334387,-2.6898414,1.0494,1.2715,-0.5432,16.295,null,1.5,1.130E+00,14.415,0.525,2.1,5.663E-01,1,0,0000,UC,10,58537.81102966,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10.262428,186.666502
86.3309692,-2.6875903,0.8996,1.0239,0.3350,15.672,0.435,2.5,6.366E-01,14.937,null,-1.1,1.140E+00,1,0,0000,CU,10,59475.66459006,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10.286168,258.281868
86.3316464,-2.6850871,0.8484,0.8679,0.2741,15.867,0.285,3.8,7.908E-01,15.229,null,0.0,5.113E-01,1,0,0000,BU,10,58380.35475632,862003101351027813,17.241,0.174,16.498,null,11.577,0.291,8.920,0.491,null,null,null,null,null,null,null,10.307145,312.191836
86.3319690,-2.6893133,0.8836,0.6843,-0.3838,15.690,0.278,3.9,6.198E-01,15.362,null,-0.1,1.137E+00,1,0,0000,BU,10,57284.40341215,862003101351027009,16.467,0.087,16.589,0.290,12.077,0.396,9.003,null,null,null,null,null,null,null,null,10.521401,217.991971
86.3313004,-2.6886444,0.7584,0.8068,-0.2144,16.026,0.248,4.4,6.475E-01,15.342,null,0.1,3.804E-01,1,0,0000,BU,10,59633.08580093,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10.653066,236.474017
86.3308701,-2.6862055,0.7073,0.8331,-0.2968,15.763,0.223,4.9,8.238E-01,15.325,null,0.1,5.005E-01,1,0,0000,BU,10,56922.77270799,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10.822874,285.521428
86.3365797,-2.6858767,0.7485,0.7409,-0.2966,15.881,0.220,4.9,3.802E-01,14.976,null,-0.3,9.570E-01,1,0,0000,BU,10,58015.47959704,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10.896434,68.011385
86.3354758,-2.6895296,0.9136,0.8873,-0.3335,16.065,0.265,4.1,1.422E+00,15.034,null,0.0,5.759E-01,1,0,0000,BU,10,59839.26685925,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10.950001,145.930841
86.3315701,-2.6848440,0.8442,1.0203,-0.3686,16.185,0.302,3.6,1.148E+00,14.629,null,1.7,7.930E-01,1,0,0000,BU,10,57449.20784588,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11.107904,314.586557
86.3367297,-2.6859118,0.7624,0.7319,-0.3131,15.901,0.214,5.1,1.373E+00,15.460,null,0.1,6.259E-01,1,0,0000,BU,5,58537.61480154,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11.353776,69.622084
86.3369141,-2.6874722,0.8519,0.9794,-0.4089,16.121,0.283,3.8,1.687E+00,15.495,null,0.0,9.006E-01,1,0,0000,BU,10,57648.89325929,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11.428095,98.372045
86.3316790,-2.6894708,1.1847,1.2445,-0.3836,16.345,null,1.8,1.059E+00,14.797,0.426,2.5,6.327E-01,1,0,0000,UC,10,57090.18860205,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11.619805,220.324167
86.3343558,-2.6902064,1.0128,1.0423,-0.4612,16.630,0.478,2.3,9.202E-01,14.896,0.395,2.7,6.794E-01,1,0,0000,CC,10,59632.95527873,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11.698272,169.625924
86.3312226,-2.6849751,0.8146,0.8713,-0.2408,16.214,0.308,3.5,4.422E-01,14.769,0.447,2.4,6.263E-01,1,0,0000,BC,10,58748.36395285,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11.729491,308.649023
86.3317267,-2.6895546,0.5769,0.8202,0.2488,15.749,0.239,4.5,1.652E+00,15.009,null,0.6,1.059E+00,1,0,0000,BU,10,59110.95413411,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11.743330,218.733431
86.3308624,-2.6885685,0.8868,0.8428,-0.3296,16.347,0.380,2.9,6.385E-01,14.805,0.434,2.5,4.169E-01,1,0,0000,CC,10,57648.76222811,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11.866066,241.781952
86.3368306,-2.6857058,0.7534,0.7694,-0.3131,15.905,0.233,4.7,6.915E-01,14.739,null,1.6,5.239E-01,1,0,0000,BU,5,59842.72331766,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11.965673,66.897248
86.3304764,-2.6875471,0.7715,0.9114,0.1101,16.130,0.316,3.4,1.244E+00,15.311,null,0.0,6.208E-01,1,0,0000,BU,10,58170.97097913,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12.000713,260.727987
86.3369585,-2.6860106,1.1298,1.4808,0.5493,16.206,null,1.6,6.669E-01,13.584,null,1.8,9.002E-01,1,0,0000,UU,10,59842.52721686,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12.017206,72.579063
86.3370098,-2.6857492,0.0975,0.1168,-0.0544,13.632,0.045,24.3,4.675E+00,12.603,0.052,21.0,3.201E+00,2,0,0000,AA,10,58901.32028159,862003101351027174,16.348,0.079,15.970,0.173,11.188,0.182,8.450,null,null,null,null,null,null,null,null,12.503388,68.714786
86.3367814,-2.6852240,0.8765,1.0241,0.2008,16.227,0.312,3.5,6.915E-01,15.007,null,0.7,4.946E-01,1,0,0000,BU,10,57449.53561446,862003101351027174,16.348,0.079,15.970,0.173,11.188,0.182,8.450,null,null,null,null,null,null,null,null,12.594037,59.301111
86.3319056,-2.6899874,0.8843,0.8452,0.3254,15.799,0.316,3.4,8.764E-01,15.228,null,0.3,5.768E-01,1,0,0000,BU,10,59632.82462983,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12.642742,212.025717
