ra,dec,sigra,sigdec,sigradec,source_id,w1mpro,w1sigmpro,w1snr,w1rchi2,w2mpro,w2sigmpro,w2snr,w2rchi2,nb,na,cc_flags,ph_qual,qual_frame,mjd,allwise_cntr,w1mpro_allwise,w1sigmpro_allwise,w2mpro_allwise,w2sigmpro_allwise,w3mpro_allwise,w3sigmpro_allwise,w4mpro_allwise,w4sigmpro_allwise,tmass_key,j_m_2mass,j_msig_2mass,h_m_2mass,h_msig_2mass,k_m_2mass,k_msig_2mass,dist,angle
86.4790327,-3.0444301,0.4968,0.4941,-0.1631,68869a077-002399,15.453,0.153,7.1,1.657E+00,14.988,0.382,2.8,8.367E-01,1,0,0000,BC,10,57449.79767650,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42.801011,343.169357
86.4717145,-3.0507266,1.3156,1.5876,-0.4077,46990a111-003814,16.561,null,0.8,1.551E+00,14.914,0.511,2.1,7.777E-01,1,0,0000,UC,10,56731.32088633,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42.809455,295.307534
86.4905798,-3.0645280,0.9502,1.1838,-0.3353,86154a182-003967,15.932,0.397,2.7,7.187E-01,15.490,null,-0.2,4.593E-01,1,0,0000,CU,10,58015.87243448,862003101351019138,17.441,0.199,17.291,null,11.794,null,8.735,null,null,null,null,null,null,null,null,42.811752,137.146153
86.4773697,-3.0450681,0.4317,0.4911,-0.1029,79962a101-002496,15.476,0.161,6.8,2.624E+00,14.616,0.275,4.0,6.413E-01,1,0,0000,BB,10,57813.18982701,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42.812708,334.589288
86.4722127,-3.0497830,0.9349,0.8889,0.1789,46997a086-004265,16.086,0.283,3.8,1.173E+00,15.160,null,0.9,9.813E-01,1,0,0000,BU,10,56731.51838736,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42.814761,300.448589
86.4889813,-3.0657799,1.6848,1.8016,-1.2319,57914a107-003231,15.146,null,1.9,8.516E-01,15.676,null,-0.5,1.015E+00,1,0,0000,UU,10,57090.51687932,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42.830213,146.929505
86.4753244,-3.0462971,0.6461,0.7020,-0.3823,09628r156-001844,15.486,0.205,5.3,5.347E-01,14.520,null,1.2,5.653E-01,1,0,0000,BU,10,58744.63487106,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42.831350,323.088373
86.4712737,-3.0517523,0.5647,0.6781,-0.2439,90879a097-003068,15.707,0.178,6.1,8.749E-01,15.351,null,0.0,4.346E-01,1,0,0000,BU,10,58170.51268637,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42.852051,289.930644
86.4721462,-3.0617451,1.2348,1.5094,-0.7752,36803r097-006649,16.773,0.542,2.0,8.846E-01,14.443,null,1.8,7.466E-01,1,0,0000,CU,10,59632.95515141,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42.854938,240.094020
86.4712162,-3.0597089,1.2510,1.4112,-0.7696,90883a097-006049,16.225,0.401,2.7,5.657E-01,15.221,null,-0.3,4.081E-01,1,0,0000,CU,10,58170.64359073,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42.855668,250.881450
86.4705800,-3.0550400,4.4100,4.5637,-1.0154,03317r074-006171,16.909,null,-0.8,1.490E+00,15.512,null,-0.1,4.700E-01,1,0,0000,UU,10,58538.20361399,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42.868816,273.707151
86.4705566,-3.0561084,3.3467,3.5271,-0.2328,25677r073-007247,16.582,null,0.8,1.358E+00,14.876,null,0.7,5.626E-01,1,0,0000,UU,10,59269.40916583,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42.876659,268.564033
86.4789058,-3.0444460,0.5723,0.5956,-0.2041,14453r072-001682,15.672,0.189,5.8,1.260E+00,15.284,0.471,2.3,7.843E-01,1,0,0000,BC,10,58902.43207029,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42.880705,342.563758
86.4740948,-3.0473383,0.6887,0.6672,-0.2818,75116a123-002789,15.694,0.198,5.5,8.198E-01,15.192,null,-0.9,8.193E-01,1,0,0000,BU,10,57654.46163843,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42.881126,315.334432
86.4721033,-3.0499283,1.9496,1.9352,-0.6461,43222r180-005333,16.163,null,1.8,7.377E-01,14.962,null,0.9,8.312E-01,1,0,0000,UU,10,59842.39733233,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42.893647,299.579987
86.4746294,-3.0468348,0.6988,0.8103,-0.0754,09632r157-005044,16.149,0.287,3.8,5.037E-01,14.649,0.365,3.0,8.498E-01,1,0,0000,BC,10,58744.76577431,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42.900689,318.863908
86.4905930,-3.0645583,2.6221,2.3192,-1.2009,86152a157-006517,16.273,null,1.4,7.807E-01,15.009,null,0.8,3.574E-01,1,0,0000,UU,10,58015.80698277,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42.924009,137.198749
86.4792935,-3.0443173,0.5002,0.5896,0.0938,79985a077-003692,15.775,0.252,4.3,1.357E+00,14.641,0.258,4.2,8.163E-01,1,0,0000,BB,10,57813.91018047,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42.930236,344.524091
86.4710070,-3.0591196,0.6291,0.5955,0.0886,97286a107-003774,15.475,0.201,5.4,1.301E+00,15.436,null,0.0,5.420E-01,1,0,0000,BU,10,58380.15840142,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42.930466,253.886757
86.4942254,-3.0536545,1.1600,1.3041,-0.7015,14457r073-006568,16.302,0.384,2.8,9.203E-01,14.947,null,0.6,4.919E-01,1,0,0000,CU,10,58902.56297376,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42.930485,79.586709
86.4762850,-3.0456137,0.4177,0.4958,-0.1873,74949b186-001822,15.335,0.147,7.4,1.881E+00,14.920,0.321,3.4,1.332E+00,1,0,0000,BB,10,57649.02429047,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42.934262,328.754132
86.4723136,-3.0495445,1.4633,1.5326,-0.6722,43214r125-002559,16.741,0.515,2.1,8.490E-01,14.711,null,1.5,4.799E-01,1,0,0000,CU,10,59842.13603521,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42.947119,301.681395
86.4713409,-3.0601223,1.0037,1.0931,-0.5138,03303r097-004622,16.186,0.314,3.5,1.283E+00,15.299,null,0.7,3.464E-01,1,0,0000,BU,10,58537.74557784,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42.947619,248.809196
86.4715334,-3.0605893,1.1662,1.3287,0.3148,63844a164-004869,16.377,0.397,2.7,1.015E+00,15.394,null,-1.1,4.275E-01,1,0,0000,CU,10,57285.05933093,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42.948573,246.383605
86.4720600,-3.0499736,1.2292,1.3119,0.5391,14435r097-002785,16.233,0.352,3.1,1.007E+00,15.382,null,-0.8,8.433E-01,1,0,0000,BU,10,58901.84351375,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42.949071,299.288278
86.4709006,-3.0587483,1.1114,1.5331,-0.5640,03307r098-006219,16.219,null,2.0,2.081E+00,15.023,0.445,2.4,7.739E-01,1,0,0000,UC,10,58537.87648154,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42.949480,255.741813
86.4770399,-3.0451864,0.7775,0.8275,-0.2084,90901a072-001885,15.807,0.231,4.7,1.082E+00,15.087,null,0.5,3.899E-01,2,0,0000,BU,10,58171.23266060,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42.955069,332.916865
86.4706993,-3.0578581,0.7117,1.0690,-0.2057,68858a101-004182,15.929,0.312,3.5,6.858E-01,15.472,null,0.1,1.109E+00,1,0,0000,BU,10,57449.46990789,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42.987217,260.123489
86.4713332,-3.0514868,1.4629,1.5366,-0.4823,36811r097-005519,16.500,null,0.7,8.697E-01,14.944,0.536,2.0,8.618E-01,1,0,0000,UC,10,59633.21644983,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42.987770,291.225561
86.4726605,-3.0489895,0.8227,0.9825,0.3100,57909a083-002596,16.062,0.307,3.5,1.378E+00,15.285,0.430,2.5,7.706E-01,1,0,0000,BC,10,57090.31976012,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42.999796,304.821215
86.4757523,-3.0459336,0.7961,0.7731,-0.3382,43228r155-002236,15.867,0.230,4.7,7.028E-01,14.726,null,0.8,4.016E-01,1,0,0000,BU,10,59842.59292315,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,43.001094,325.775342
86.4906310,-3.0645526,1.4367,1.4932,-0.4977,74949b186-007101,16.647,0.490,2.2,6.306E-01,15.374,null,0.2,7.961E-01,1,0,0000,CU,10,57649.02429047,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,43.001922,137.046628
86.4942750,-3.0578003,2.9254,3.2952,-1.3233,63848a164-005076,16.529,null,0.5,1.121E+00,14.988,null,1.1,6.689E-01,1,0,0000,UU,10,57285.19061655,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,43.002705,99.591629
86.4777293,-3.0667786,0.4593,0.5699,-0.2443,63837b189-002812,15.501,0.166,6.5,8.256E-01,14.997,null,-2.4,1.342E+00,1,0,0000,BU,10,57284.86259348,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,43.021878,203.388361
86.4742095,-3.0471717,0.5067,0.6014,-0.2816,63848a163-001793,15.262,0.160,6.8,1.731E+00,14.564,null,1.9,4.811E-01,1,0,0000,BU,10,57285.19048919,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,43.023775,316.286489
86.4941200,-3.0530000,2.0229,1.9341,-0.7645,90891a097-005488,16.101,null,1.6,8.428E-01,15.656,null,-1.2,6.377E-01,1,0,0000,UU,10,58170.90539961,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,43.049892,76.409680
86.4754544,-3.0461252,0.5083,0.4897,-0.0687,68843a098-003321,15.496,0.154,7.0,2.105E+00,14.675,null,1.7,9.972E-01,1,0,0000,BU,10,57448.94565638,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,43.051933,324.080347
86.4941900,-3.0583200,1.2419,1.5789,-0.6074,90879a097-006022,16.560,0.405,2.7,1.613E+00,15.149,null,0.3,4.444E-01,1,0,0000,CU,10,58170.51268637,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,43.054886,102.115143
86.4770900,-3.0665016,0.6581,0.7142,-0.2171,68869a077-006812,15.939,0.229,4.7,8.002E-01,14.922,0.335,3.2,8.139E-01,1,0,0000,BB,10,57449.79767650,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,43.091799,206.721214
86.4796869,-3.0441690,1.1485,1.1573,-0.4943,47009a087-006519,15.868,null,2.0,1.214E+00,15.294,0.451,2.4,5.025E-01,1,0,0000,UC,10,56731.91351662,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,43.093700,346.526051
86.4749650,-3.0464818,1.4116,1.5133,-0.7641,86150a182-002146,16.338,0.408,2.7,6.186E-01,15.393,null,-0.5,7.564E-01,1,0,0000,CU,10,58015.74153105,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,43.099464,321.183831
86.4776017,-3.0448737,0.4452,0.5448,-0.2370,63852a164-002312,15.283,0.195,5.6,2.300E+00,15.515,null,0.1,7.342E-01,1,0,0000,BU,10,57285.32177477,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,43.099846,335.990104
86.4747382,-3.0466646,0.8361,0.7409,-0.1107,63832a164-002604,15.661,0.275,3.9,1.257E+00,15.502,null,0.1,8.059E-01,1,0,0000,BU,10,57284.66585604,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,43.110506,319.791160
86.4784047,-3.0445376,0.6257,0.6477,-0.1942,03317r074-001772,15.749,0.210,5.2,1.329E+00,14.717,null,1.2,8.188E-01,1,0,0000,BU,10,58538.20361399,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,43.144171,340.149454
86.4758048,-3.0458464,0.4499,0.5627,-0.2426,36817r074-001914,15.463,0.161,6.8,1.654E+00,14.805,null,1.8,4.695E-01,1,0,0000,BU,10,59633.41242328,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,43.155788,326.216938
86.4779250,-3.0447169,0.5359,0.5475,0.0371,36813r073-001841,15.784,0.190,5.7,2.629E+00,14.700,0.280,3.9,5.685E-01,1,0,0000,BB,10,59633.28177433,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,43.161905,337.704589
86.4748145,-3.0650389,0.9693,0.9057,-0.3913,90905a072-006284,16.324,0.308,3.5,1.345E+00,14.912,null,1.9,5.043E-01,1,0,0000,BU,10,58171.36356501,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,43.164735,219.672541
86.4710881,-3.0520186,0.6730,0.8549,-0.0832,79985a077-003403,16.006,0.316,3.4,7.808E-01,15.430,null,-0.4,6.777E-01,1,0,0000,BU,10,57813.91018047,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,43.167251,288.432346
86.4706451,-3.0537670,1.7337,1.9304,-0.8759,14453r072-003332,16.206,null,1.9,5.921E-01,14.909,null,0.9,9.650E-01,1,0,0000,UU,10,58902.43207029,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,43.176134,279.807511
86.4915268,-3.0479196,2.7081,3.5651,-1.5769,86150a182-006587,16.135,null,0.4,2.275E+00,14.820,null,1.3,9.740E-01,1,0,0000,UU,10,58015.74153105,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,43.180648,48.865806
86.4708389,-3.0528494,1.2415,1.1925,-0.4590,09620r156-004462,16.444,0.424,2.6,7.444E-01,15.395,null,-0.8,8.836E-01,1,0,0000,CU,10,58744.37319197,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,43.184341,284.288285
86.4912784,-3.0476406,0.9522,0.9261,-0.2275,03299r097-006442,15.966,0.370,2.9,1.544E+00,15.141,null,0.9,8.727E-01,1,0,0000,CU,10,58537.61467418,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,43.189729,47.082684
86.4796720,-3.0441434,0.8158,0.9085,-0.3167,97277b185-002982,16.248,0.318,3.4,3.050E+00,14.322,0.437,2.5,6.452E-01,1,0,0000,BC,10,58379.89672212,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,43.195814,346.485440
86.4781138,-3.0446312,0.6240,0.7214,-0.3361,20856r155-002274,15.594,0.185,5.9,1.061E+00,15.412,null,-0.6,6.999E-01,1,0,0000,BU,10,59111.80424076,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,43.196294,338.692844
86.4721125,-3.0497407,0.7774,0.7895,-0.2911,63840a164-004628,16.011,0.233,4.7,1.701E+00,14.705,null,-1.0,6.215E-01,1,0,0000,BU,10,57284.92817262,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,43.202492,300.380599
86.4766588,-3.0453095,0.4023,0.4819,-0.1655,90871a097-001641,15.417,0.143,7.6,1.732E+00,15.298,0.404,2.7,1.132E+00,1,0,0000,BC,10,58170.25087758,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,43.207635,331.031456
86.4712524,-3.0600946,1.1698,1.1767,-0.4375,43214r125-004295,16.251,0.408,2.7,6.781E-01,14.742,null,1.8,6.306E-01,1,0,0000,CU,10,59842.13603521,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,43.208708,249.084978
86.4706200,-3.0577700,0.8220,0.8894,-0.4652,86142a121-006701,16.031,0.280,3.9,1.254E+00,15.439,null,-1.3,8.976E-01,1,0,0000,BU,10,58015.47959704,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,43.215180,260.602588
86.4942546,-3.0533852,2.4147,2.3378,-1.2954,47009a087-005225,16.495,null,0.9,1.784E+00,14.643,null,1.4,2.528E-01,1,0,0000,UU,10,56731.91351662,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,43.219073,78.347692
86.4944100,-3.0543000,2.4607,2.8605,-0.9098,25563r096-006087,16.957,null,-1.1,8.100E-01,15.460,null,-0.9,9.684E-01,1,0,0000,UU,10,59265.68325396,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,43.230100,82.776496
86.4781568,-3.0446041,0.8251,0.8350,-0.2278,14441r073-002343,16.106,0.260,4.2,1.086E+00,14.948,null,1.4,7.119E-01,1,0,0000,BU,10,58902.03974174,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,43.231389,338.930695
86.4766727,-3.0452938,0.8520,0.8251,-0.1698,90883a097-001739,15.930,0.254,4.3,1.006E+00,15.469,0.495,2.2,1.559E+00,1,0,0000,BC,10,58170.64359073,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,43.232940,331.125673
86.4712190,-3.0600512,1.5444,1.7822,-0.3648,68877a077-006988,16.929,null,-0.1,1.439E+00,15.265,0.439,2.5,4.486E-01,1,0,0000,UC,10,57450.05986597,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,43.265504,249.335013
86.4729497,-3.0484691,0.7690,0.7380,-0.2637,09616r157-002530,16.250,0.315,3.4,6.623E-01,14.430,0.283,3.8,9.281E-01,1,0,0000,BB,10,58744.24241610,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,43.268636,307.645038
86.4715335,-3.0608145,1.0921,1.6046,-0.7459,68850b100-004882,16.214,0.510,2.1,7.179E-01,15.366,null,-0.5,5.966E-01,1,0,0000,CU,10,57449.20771852,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,43.279397,245.399973
86.4761911,-3.0455526,1.7853,1.9757,0.4210,31992r157-001962,16.099,null,1.1,9.313E-01,14.738,null,1.8,7.582E-01,1,0,0000,UU,10,59475.79536590,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,43.297764,328.523209
86.4722872,-3.0493963,3.3914,3.3361,0.8024,25571r097-006404,16.142,null,1.0,7.876E-01,14.996,null,0.3,4.827E-01,1,0,0000,UU,10,59265.94480631,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,43.309974,302.216087
86.4794354,-3.0441699,0.7443,0.6661,-0.3144,09628r156-004216,15.621,0.254,4.3,2.007E+00,14.760,0.458,2.4,3.972E-01,1,0,0000,BC,10,58744.63487106,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,43.310151,345.361812
86.4936412,-3.0603440,2.0988,2.1832,-0.8456,74960a161-008313,16.716,null,0.3,1.392E+00,14.504,null,1.9,5.234E-01,1,0,0000,UU,10,57649.35180465,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,43.316095,112.137184
86.4945075,-3.0566368,0.9930,1.1659,-0.2055,03309r074-003799,16.540,0.349,3.1,5.992E-01,15.629,null,-0.5,2.006E-01,1,0,0000,BU,10,58537.94193337,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,43.339746,93.938371
86.4914877,-3.0638135,2.9125,3.0723,-0.7309,74948a162-006513,16.468,null,1.0,1.438E+00,14.821,null,0.9,3.302E-01,1,0,0000,UU,10,57648.95883852,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,43.344282,131.662484
86.4735676,-3.0476967,0.4421,0.5202,-0.2091,79978a101-002606,15.342,0.143,7.6,2.279E+00,15.383,null,-0.3,7.258E-01,1,0,0000,BU,10,57813.71369729,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,43.354431,312.353041
86.4795892,-3.0441171,0.5568,0.6480,0.1728,31990r181-001679,15.244,0.209,5.2,1.065E+00,14.800,null,1.3,1.194E+00,1,0,0000,BU,10,59475.72991432,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,43.358257,346.132225
86.4758813,-3.0457284,0.4280,0.4652,-0.1197,57906a107-002220,15.411,0.142,7.6,1.766E+00,15.525,0.526,2.1,8.505E-01,1,0,0000,BC,10,57090.25418105,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,43.358434,326.831136
86.4718735,-3.0500732,1.5615,1.5816,-0.4961,79993a036-007916,16.700,null,0.3,1.431E+00,15.139,0.420,2.6,6.897E-01,1,0,0000,UC,10,57814.17211568,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,43.363135,298.441669
86.4715663,-3.0506761,0.7176,0.7133,-0.2998,14443r096-006218,15.883,0.206,5.3,1.165E+00,15.348,null,-0.2,8.135E-01,1,0,0000,BU,10,58902.10506616,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,43.368849,295.223777
86.4712616,-3.0513662,1.2093,1.1494,0.3759,74952a162-003229,16.738,0.454,2.4,6.126E-01,13.614,null,1.7,1.188E+00,1,0,0000,CU,10,57649.08986975,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,43.386009,291.636955
86.4707341,-3.0530104,2.0735,1.9574,-0.6284,14449r072-005228,16.266,null,1.7,8.041E-01,15.164,null,-0.7,7.789E-01,1,0,0000,UU,10,58902.30129404,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,43.411315,283.424217
86.4717972,-3.0501823,0.9812,0.9499,-0.3950,31970r181-004223,16.152,0.277,3.9,1.180E+00,15.384,null,-0.4,1.106E+00,1,0,0000,BU,10,59475.07641703,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,43.419866,297.813551
86.4753444,-3.0460702,1.2167,1.3914,0.2384,03301r073-002264,16.448,0.512,2.1,1.097E+00,14.807,null,2.0,7.919E-01,1,0,0000,CU,10,58537.68012605,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,43.444745,323.811189
86.4765775,-3.0452756,1.2896,1.5090,-0.7575,63836a164-002058,16.190,0.398,2.7,6.651E-01,15.342,null,0.3,5.656E-01,1,0,0000,CU,10,57284.79701431,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,43.456402,330.772253
86.4740558,-3.0644701,0.8786,0.8596,-0.2353,79981a077-006133,16.060,0.331,3.3,9.394E-01,15.286,null,-1.5,4.905E-01,1,0,0000,BU,10,57813.77914924,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,43.463531,224.167822
86.4945500,-3.0550600,1.2836,1.3464,-0.5045,03305r073-003654,16.262,null,1.3,1.375E+00,15.309,null,-2.5,6.193E-01,1,0,0000,UU,10,58537.81102966,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,43.474154,86.439626
86.4759775,-3.0456276,0.6875,0.6534,-0.3147,90891a097-002101,15.551,0.217,5.0,1.086E+00,14.872,0.309,3.5,6.101E-01,1,0,0000,BB,10,58170.90539961,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,43.475723,327.474296
86.4743090,-3.0469044,0.4701,0.5377,-0.2176,46974a111-001862,15.561,0.158,6.9,1.831E+00,15.290,null,0.4,9.344E-01,1,0,0000,BU,10,56730.79408971,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,43.481945,317.503502
86.4779085,-3.0446240,0.6739,0.7270,-0.2040,68850b100-001712,15.963,0.297,3.7,7.372E-01,14.590,0.306,3.5,7.981E-01,1,0,0000,BB,10,57449.20771852,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,43.493906,337.799433
86.4708811,-3.0523720,1.1015,1.1076,-0.6283,79966a101-006959,16.152,0.327,3.3,8.799E-01,15.521,null,0.0,9.838E-01,1,0,0000,BU,10,57813.32073089,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,43.494859,286.532107
86.4754355,-3.0459797,0.4400,0.4579,-0.1731,03303r097-002378,15.332,0.142,7.6,2.067E+00,14.702,0.282,3.8,4.897E-01,1,0,0000,BB,10,58537.74557784,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,43.516720,324.412485
86.4710284,-3.0597471,2.1926,2.2923,-0.8536,31978r181-005168,16.361,null,1.2,1.022E+00,14.438,null,1.3,3.353E-01,1,0,0000,UU,10,59475.33784146,862003101351019173,17.352,0.189,16.870,null,12.526,null,8.563,null,null,null,null,null,null,null,null,43.538684,251.001433
86.4708065,-3.0525773,0.8628,0.9347,-0.4251,46989a087-002894,16.030,0.306,3.6,1.130E+00,15.418,null,-0.4,3.955E-01,1,0,0000,BU,10,56731.25505266,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,43.548708,285.499462
86.4945645,-3.0566671,1.3626,1.4198,-0.6483,63817b189-006862,16.540,0.396,2.7,8.531E-01,15.388,null,0.0,5.431E-01,1,0,0000,CU,10,57284.20667476,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,43.551764,94.063023
86.4755370,-3.0458939,0.5706,0.6335,-0.1858,36813r073-002194,15.776,0.190,5.7,1.162E+00,15.006,null,1.3,6.357E-01,1,0,0000,BU,10,59633.28177433,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,43.558176,325.039258
86.4944036,-3.0536416,1.6405,1.6260,-0.7485,31992r157-003154,15.742,null,0.9,4.720E-01,15.404,null,-2.2,1.008E+00,1,0,0000,UU,10,59475.79536590,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,43.568992,79.678921
86.4704000,-3.0548300,1.0162,1.2327,-0.4424,79973a029-004887,16.546,0.364,3.0,1.318E+00,15.272,null,-0.7,7.438E-01,1,0,0000,CU,10,57813.51721411,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,43.569257,274.644262
86.4924967,-3.0626277,1.8730,1.9012,-0.5797,36815r097-005464,16.218,null,1.9,8.246E-01,15.604,null,-0.2,8.944E-01,1,0,0000,UU,10,59633.34709877,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,43.577780,124.278793
86.4718357,-3.0500081,0.7349,0.8617,-0.4363,03291r097-002421,15.653,0.317,3.4,1.451E+00,15.211,null,-1.4,1.225E+00,1,0,0000,BU,10,58537.35299421,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,43.594468,298.627448
86.4766944,-3.0451639,0.6102,0.5996,-0.2138,79989a077-001923,15.774,0.211,5.2,1.143E+00,14.614,0.271,4.0,7.749E-01,1,0,0000,BB,10,57814.04108440,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,43.605767,331.512145
86.4710549,-3.0598826,1.2579,1.1632,-0.4793,68862a101-006169,16.486,0.362,3.0,2.234E+00,14.885,null,0.9,5.865E-01,1,0,0000,CU,10,57449.60106625,862003101351019173,17.352,0.189,16.870,null,12.526,null,8.563,null,null,null,null,null,null,null,null,43.610183,250.354705
86.4743018,-3.0468615,0.6666,0.7013,-0.2665,68873a077-003080,15.961,0.235,4.6,1.135E+00,15.220,0.362,3.0,6.933E-01,1,0,0000,BC,10,57449.92883497,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,43.613386,317.615492
86.4945300,-3.0544000,4.8384,4.8947,-2.1624,36825r073-006518,16.593,null,-0.4,6.022E-01,15.223,null,-0.7,8.732E-01,1,0,0000,UU,10,59633.67359370,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,43.614732,83.316938
86.4722258,-3.0493340,0.6016,0.6584,-0.1798,14441r073-003376,15.875,0.199,5.4,6.796E-01,15.436,null,-1.4,6.005E-01,1,0,0000,BU,10,58902.03974174,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,43.616346,302.310767
86.4945664,-3.0568732,2.7900,2.7219,-1.2232,90891a097-004711,16.357,null,1.3,1.831E+00,15.453,null,-0.6,8.947E-01,1,0,0000,UU,10,58170.90539961,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,43.617410,95.034623
